companyName,aliases,region,country,city,legalEntity,registeredCapital,businessScope,categories,tier,lifecycleStatus,website,financingSummary,confidence,scopeStatus,discoveryRound,seeded,strongEvidenceCount,weakEvidenceCount,validationStatus,missingFields,primaryEvidenceUrl,evidenceCount
绍兴金箓生物技术有限公司,,China,CN,,绍兴金箓生物技术有限公司,not_checked_or_not_disclosed,浙绍械备20180113号; 本产品由CCND1/IGH双色探针、RB1/LAMP双色探针、MYB/CEN6双色探针、TP53/CEN17双色探针、ETV6/CEP12双色探针、ATM/CEN11双色探针和染色液组成,,A,active_or_unverified,,not_checked_or_not_disclosed,0.96,needs_city_verification,round1,no,6,0,needs_city_verification,city; financing; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697532900221620240626030509298,6
美敦力导航股份有限公司,,China,CN,,美敦力导航股份有限公司,not_checked_or_not_disclosed,国械注进20183060139; O2 部件号:软件发布版本4.3 软件发布版本 附带软件版本 4.3,samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.96,needs_city_verification,round1,no,4,0,needs_city_verification,city; financing; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=d224c319c6044a5a8d3eb3ec41dee51a,4
美敦力糖尿病科技（成都）有限公司,,China,CN,成都,,not_checked_or_not_disclosed,,chronic_disease_management,A,active_or_unverified,,not_checked_or_not_disclosed,0.96,in_scope,round1,no,5,0,validated_official_product,businessScope; financing; legalEntity; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0076300063270020230207115542933,5
腾讯医疗健康（深圳）有限公司,,China,CN,深圳,腾讯医疗健康（深圳）有限公司,not_checked_or_not_disclosed,国械注准20223211140; 本产品在医疗机构使用。适用于需要进行眼底照相以判断是否具有相关疾病或存在相关疾病风险的成年患者。对单张免散瞳彩色眼底图像(后极部45°左右包含全部视盘和黄斑，并经软件判定图像质量合格)进行分析，为具有眼底检查资质的执业医师提供可疑慢性青光眼样视神经病变的提示和是否需进一步就医检查的辅助诊断建议。不能仅凭本产品结果进行临床决策。彩色眼底图像应由指定型号的眼底照相机拍摄。该产品不适用于高度近视人群。,clinical_workflow; mental_health; samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.96,in_scope,round1,no,5,0,validated_official_product,financing; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697541034009820250217120028629,5
艾科托迈德有限公司 AKTORmed GmbH,,China,CN,,艾科托迈德有限公司 AKTORmed GmbH,not_checked_or_not_disclosed,国械注进20262010045; 本产品由机械臂组件、夹持组件（包含重复使用夹持组件和一次性使用夹持组件）、操纵杆组件和遥控器组件、台车组成。,,A,active_or_unverified,,not_checked_or_not_disclosed,0.96,needs_city_verification,round1,no,16,0,needs_city_verification,city; financing; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=372e067a0d814590bc697daa059f7d30,16
苏州一目万相科技有限公司,,China,CN,,苏州一目万相科技有限公司,not_checked_or_not_disclosed,国械注准20243062126; 由移动式C形臂机架、X射线发生装置、平板探测器、监视器、限束器以及选配件组成。,,A,active_or_unverified,,not_checked_or_not_disclosed,0.96,needs_city_verification,round1,no,4,0,needs_city_verification,city; financing; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697633057002220260305085826347,4
苏州歌锐医疗科技有限公司,,China,CN,,苏州歌锐医疗科技有限公司,not_checked_or_not_disclosed,国械注准20263060243; 移动式C形臂X射线机，用于在外科手术时提供X射线透视、摄影、血管减影和体层图像。,,A,active_or_unverified,,not_checked_or_not_disclosed,0.96,needs_city_verification,round1,no,6,0,needs_city_verification,city; financing; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697549601006920260429074128451,6
英国雅培糖尿病护理公司,,China,CN,,,not_checked_or_not_disclosed,,chronic_disease_management; remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.96,needs_city_verification,round1,no,13,0,needs_city_verification,businessScope; city; financing; legalEntity; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0502179100284920241010051926155,13
长沙爱孕记医疗科技有限公司,,China,CN,,长沙爱孕记医疗科技有限公司,not_checked_or_not_disclosed,湘械注准20252210246; 适用于产前超声影像的显示、传输与存储，用于远程会诊。不具有自动识别病变部位或自动判定病变性质的功能。,remote_patient_monitoring; samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.96,needs_city_verification,round1,no,6,0,needs_city_verification,city; financing; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=273c8003f6164690916f8a3fdc31996c,6
青岛远程科技有限公司,,China,CN,,青岛远程科技有限公司,not_checked_or_not_disclosed,鲁械注准20212140228; 医用防护口罩由口罩本体、鼻夹、口罩带、卡扣四部分组成。口罩本体分为四层，中间两层为静电棉和聚丙烯熔喷无纺布，外层和内层为聚丙烯纺粘无纺布，鼻夹内置塑料铁丝制成，口罩带为锦纶加氨纶松紧带，卡扣为聚乙烯s扣。产品以非无菌形式提供。,remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.96,needs_city_verification,round1,no,10,0,needs_city_verification,city; financing; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697510300027820231010040328484,10
"3M Health Care, Sarns",,US,US,Mchenry,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.92,in_scope,round1,no,3,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K771499,3
Bio-Rad Laboratories,"BIO-RAD LABORATORIES, INC.",US,US,Irvine,"BIO-RAD LABORATORIES, INC.",not_applicable_or_not_disclosed,,chronic_disease_management,A,active_or_unverified,,not_checked_or_not_disclosed,0.92,in_scope,round1,no,3,0,validated_official_product,businessScope; financing; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K070546,3
Canon Medical Systems Corporation,,,JP,Otawara-Shi,,not_checked_or_not_disclosed,,samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.92,needs_region_verification,round1,no,3,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K233195,3
"Concord Laboratories, Inc.",,US,US,Mchenry,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.92,in_scope,round1,no,3,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K833582,3
"Dexcom, Inc.",DEXCOM INC,US,US,San Diego,DEXCOM INC,not_applicable_or_not_disclosed,,remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.92,in_scope,round1,no,3,0,validated_official_product,businessScope; financing; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K192787,3
GE Medical Systems Ultrasound and Primary Care Diagnostics,,US,US,Wauwatosa,,not_applicable_or_not_disclosed,,samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.92,in_scope,round1,no,3,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K220940,3
Hewlett-Packard GmbH,Hewlett-Packard Co.,Europe,DE,Boeblingen,,not_applicable_or_not_disclosed,,remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.92,in_scope,round1,no,3,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K991773,3
"Philips Medical Systems (Cleveland), Inc.",,US,US,Cleveland,,not_applicable_or_not_disclosed,,samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.92,in_scope,round1,no,3,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K000310,3
"Quinton, Inc.",,US,US,Seattle,,not_applicable_or_not_disclosed,,rehabilitation,A,active_or_unverified,,not_checked_or_not_disclosed,0.92,in_scope,round1,no,3,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K864949,3
"Shenzhen Mindray Bio-Medical Electronics Co., Ltd.",,China,CN,Shenzhen,,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.92,out_of_scope_china_city,round1,no,3,0,out_of_scope_china_city,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K191769,3
"Smiths Medical Asd, Inc.",,US,US,St. Paul,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.92,in_scope,round1,no,3,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K141193,3
Stryker Corporation,STRYKER CORP,Europe,DE,Freiburg,STRYKER CORP,not_applicable_or_not_disclosed,,samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.92,in_scope,round1,no,3,0,validated_official_product,businessScope; financing; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K221098,3
Target Therapeutics,,US,US,Los Angeles,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.92,in_scope,round1,no,3,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K880762,3
Voluntis Sa.,Voluntis; Aptar Digital Health; Theraxium,Europe,FR,Paris,,not_applicable_or_not_disclosed,"Home | Aptar Digital Health; We are on a mission to enhance the patient experiences, leveraging robust platforms and a team of experts to offer differentiating experiences",chronic_disease_management; digital_therapeutics; samd,A,active_or_unverified,https://www.aptardigitalhealth.com/,not_checked_or_not_disclosed,0.92,in_scope,round1+round2,yes,2,1,validated_official_product,financing; legalEntity,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K170669,3
ADAS3D医疗有限公司,,China,CN,,ADAS3D医疗有限公司,not_checked_or_not_disclosed,国械注进20232210618; 该产品由软件安装文件和授权文件组成，功能模块包括左心室增强分析模块、右心室厚度分析模块、左心房增强分析模块、心脏解剖信息提取分析模块、影像配准多模态工具模块、对照3D多模态工具模块、增强量化工具（左心室和左心房）模块和病例研究存储数据库模块。发布版本2.6,samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.88,needs_city_verification,round1,no,2,0,needs_city_verification,city; financing; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0843702172204820260416013910405,2
上海导向医疗系统有限公司,,China,CN,上海,上海导向医疗系统有限公司,not_checked_or_not_disclosed,沪械注准20262210178; 产品为 C/S 架构，通过 U 盘交付，软件功能模块包括患者数据管理、感兴趣区勾画、几何图形融合、图像序列比较、打印报告。,samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.88,in_scope,round1,no,2,0,validated_official_product,financing; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694933910336220260506035412241,2
上海微创医疗机器人（集团）股份有限公司,,China,CN,上海,上海微创医疗机器人（集团）股份有限公司,not_checked_or_not_disclosed,国械注准20223010108; 远程通讯工作站,remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.88,in_scope,round1,no,2,0,validated_official_product,financing; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697162154189720250714111901457,2
上海远心医疗科技有限公司,,China,CN,上海,上海远心医疗科技有限公司,not_checked_or_not_disclosed,沪械注准20232210173; 远程遥测心电分析软件,remote_patient_monitoring; samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.88,in_scope,round1,no,2,0,validated_official_product,financing; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697830410015020251126054846763,2
亳州融健医疗用品有限公司,,China,CN,,亳州融健医疗用品有限公司,not_checked_or_not_disclosed,皖械注准20222090273; 软件发布版本：2，起势，盆底康复治疗仪，彩盒，1台/盒,rehabilitation; samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.88,needs_city_verification,round1,no,2,0,needs_city_verification,city; financing; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06973774191615202604020500141,2
北京新网医讯技术有限公司,,China,CN,北京,北京新网医讯技术有限公司,not_checked_or_not_disclosed,京械注准20172700272; 用于医疗机构内部以及医疗机构之间传输、处理患者医学影像信息以及患者医学影像会诊。,remote_patient_monitoring; samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.88,in_scope,round1,no,2,0,validated_official_product,financing; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975940490058202301090405080,2
北京至真互联网技术有限公司,,China,CN,北京,北京至真互联网技术有限公司,not_checked_or_not_disclosed,国械注准20223211102; 本产品在医疗机构使用，对成年糖尿病患者的双眼免散瞳眼底图像（经自动图像质量判定合格）进行分析，为执业医师提供是否发现中度非增殖性（含）以上糖尿病视网膜病变，以及进一步就医检查的辅助诊断建议，不能仅凭本产品结果进行临床决策。眼底图像应由指定型号的眼底照相机拍摄，并经培训合格的执业医师对图像质量进行评价认可。,chronic_disease_management; clinical_workflow; samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.88,in_scope,round1,no,2,0,validated_official_product,financing; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697508757001920221110021746316,2
南京普爱医疗设备股份有限公司,,China,CN,,南京普爱医疗设备股份有限公司,not_checked_or_not_disclosed,苏械注准20172061756; 产品由 X射线源组件（组合式）、医用诊断 X 射线影像增强器、C 形臂及可移动机架、图像处理工作站或图像处理系统组成。,clinical_workflow,A,active_or_unverified,,not_checked_or_not_disclosed,0.88,needs_city_verification,round1,no,2,0,needs_city_verification,city; financing; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697387682150220260119103155945,2
合肥合滨智能机器人有限公司,,China,CN,,合肥合滨智能机器人有限公司,not_checked_or_not_disclosed,国械注准20233061640; 超声探头夹持及远程控制系统（HEBIN-RUS-T7）是一种采用机器人技术实现远程超声诊断的医用电气设备。,clinical_workflow; remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.88,needs_city_verification,round1,no,2,0,needs_city_verification,city; financing; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697545144001620240327110556534,2
嘉兴允英医学检验有限公司,,China,CN,,嘉兴允英医学检验有限公司,not_checked_or_not_disclosed,浙械注准20262210195; 产品在临床上用于对来源于人类非小细胞肺癌（NSCLC）患者经中性福尔马林固定的石蜡包埋（FFPE）的组织样本中EGFR/ALK基因测序数据进行对比、计算，通过与参考基因组进行对比给出EGFR基因19外显子缺失、L858R突变、T790M突变的突变频率、位点总深度、突变深度、ALK 融合基因和内参基因的reads信息，最终根据阳性判断值给出EGFR基因19外显子缺失、L858R、T790M和ALK基因融合的变异检测结果。,samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.88,needs_city_verification,round1,no,2,0,needs_city_verification,city; financing; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697545115090820260424110259267,2
安健科技（重庆）有限公司,,China,CN,,安健科技（重庆）有限公司,not_checked_or_not_disclosed,渝械注准20192060148; 用于对患者的常规摄影，获得单幅影像供临床诊断用。,clinical_workflow,A,active_or_unverified,,not_checked_or_not_disclosed,0.88,needs_city_verification,round1,no,2,0,needs_city_verification,city; financing; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=957b2adce4cc4ca29f70ba4d4ff07b57,2
执鼎医疗科技有限公司,,China,CN,,执鼎医疗科技有限公司,not_checked_or_not_disclosed,浙械注准20202210906; 眼科影像存储与传输软件是一个WEB应用软件，技术架构为BS架构。该软件用于对患者信息、患者的检查信息和影像信息进行管理。客户通过PC端的WEB浏览器进行操作。,samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.88,needs_city_verification,round1,no,2,0,needs_city_verification,city; financing; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697304719107620260508030807326,2
日本尼德克株式会社,,China,CN,,日本尼德克株式会社,not_checked_or_not_disclosed,"国械注进20213160291,国械注进20182162019,国械注进20172166681,国械注进20172162324,国械注进20172162256; NAVIS-EX 影像存档软件是一款能从以下NIDEK 眼底摄影设备中获取数据，并对其存档供轻易传输至外部系统中的软件。",samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.88,needs_city_verification,round1,no,2,0,needs_city_verification,city; financing; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0498766910164320260403013305251,2
景昱医疗科技（苏州）股份有限公司,,China,CN,,景昱医疗科技（苏州）股份有限公司,not_checked_or_not_disclosed,苏械注准20252211065; 由U 盘（选配）、随机文件、远程程控问诊医生端、远程程控问诊患者端组成。,clinical_workflow; online_consultation; remote_patient_monitoring; samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.88,needs_city_verification,round1,no,2,0,needs_city_verification,city; financing; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697037781066020250718070235628,2
桂林优利特医疗电子有限公司,,China,CN,,桂林优利特医疗电子有限公司,not_checked_or_not_disclosed,桂械注准20252210493; 中文 RM-01 血糖数据管理软件,samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.88,needs_city_verification,round1,no,2,0,needs_city_verification,city; financing; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06935740735889202604101007341,2
